RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @Dmitry788: Японские корпорации Mitsui и Mitsubishi продолжат участвовать в нефтегазовом проекте «Сахалин-2» совместно с Россией  «Позиц…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
Японские корпорации Mitsui и Mitsubishi продолжат участвовать в нефтегазовом проекте «Сахалин-2» совместно с Россией  «Позиция Японии в отношении своих интересов на Сахалине сильно отличается от позиции Европы и США» -заявил исполнительный директор по энергетике Mitsubishi.
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
@kzrtsv Позиция простая. Рас США ебут "международное право", значит их требования его соблюдать не учитываются.
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
RT @neumerherwam: Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарант…
Ну шо друзякы! После двух недель "денацификации" Украины... Путин предложил США "продолжить дипконсультаци" насчёт гарантий безопасности для РФ... При этом в Москве "очень тонко намекнули" американцам, что позиция Кремля по этому вопросу может приобрести некотрую гибкость(раком))
🇮🇶🇮🇷🇺🇸Официальная позиция Государственного департамента США по ракетным ударам в Эрбиле:  США осудили ракетные удары по Эрбилю прошлой ночью и назвали их «вопиющим нарушением суверенитета Ирака».
Позиция РФ может быть сильнее, чем кажется: - РФ организовывает переговоры между США и Ираном - РФ в постоянном контакте с Саудовской Аравией https://t.co/6uxotHLlhK
Японские корпорации Mitsui и Mitsubishi продолжат участвовать в нефтегазовом проекте «Сахалин-2» совместно с Россией  «Позиция Японии в отношении своих интересов на Сахалине сильно отличается от позиции Европы и США» — заявил исполнительный директор по энергетике Mitsubishi.
@alexxbezz @Lilith_Ta_Old Она дословно говорит, что "Украина стоит на защите НАТО" и США ее в этом поддерживают. Какого хрена, простите, нейтральная страна должна защищать военный союз? Она им что — преторианская гвардия? Вообще, возмутительная позиция. Вы за нас помирайте, а мы вам поаплодируем.
@nikitasio @DemocratRussian Это антигуманная позиция — "пускай в США детей ебут трансы, пускай в Китае коммунисты казнят христиан". Более того, опасная: если враг утвердится внутри своего мира, то неизбежно начнёт распространять его вокруг, и на нас попытается. Через Голливуд, например. Надо саботировать.
